word|level
absolutely|B1
academic|B1
access|B1
accommodation|B1
account|B1
achievement|B1
act|B1
ad|B1
addition|B1
admire|B1
admit|B1
advanced|B1
advise|B1
afford|B1
age|B1
aged|B1
agent|B1
agreement|B1
ahead|B1
aim|B1
alarm|B1
album|B1
alcohol|B1
alcoholic|B1
alternative|B1
amazed|B1
ambition|B1
ambitious|B1
analyse|B1
analysis|B1
announce|B1
announcement|B1
annoy|B1
annoyed|B1
annoying|B1
apart|B1
apologise|B1
application|B1
appointment|B1
appreciate|B1
approximately|B1
arrest|B1
arrival|B1
assignment|B1
assist|B1
atmosphere|B1
attach|B1
attitude|B1
attract|B1
attraction|B1
authority|B1
average|B1
award|B1
aware|B1
backwards|B1
bake|B1
balance|B1
ban|B1
bank|B1
base|B1
basic|B1
basis|B1
battery|B1
battle|B1
beauty|B1
bee|B1
belief|B1
bell|B1
bend|B1
benefit|B1
better|B1
bite|B1
block|B1
board|B1
bomb|B1
border|B1
bother|B1
branch|B1
brand|B1
brave|B1
breath|B1
breathe|B1
breathing|B1
bride|B1
bubble|B1
bury|B1
by|B1
calm|B1
campaign|B1
campus|B1
candidate|B1
cap|B1
captain|B1
careless|B1
category|B1
ceiling|B1
celebration|B1
central|B1
centre|B1
ceremony|B1
chain|B1
challenge|B1
champion|B1
channel|B1
chapter|B1
charge|B1
cheap|B1
cheat|B1
cheerful|B1
chemical|B1
chest|B1
childhood|B1
claim|B1
clause|B1
clear|B1
click|B1
client|B1
climb|B1
close|B1
cloth|B1
clue|B1
coach|B1
coal|B1
coin|B1
collection|B1
coloured|B1
combine|B1
comment|B1
commercial|B1
commit|B1
communication|B1
comparison|B1
competitor|B1
competitive|B1
complaint|B1
complex|B1
concentrate|B1
conclude|B1
conclusion|B1
confident|B1
confirm|B1
confuse|B1
confused|B1
connection|B1
consequence|B1
consist|B1
consume|B1
consumer|B1
contact|B1
container|B1
content|B1
continuous|B1
contrast|B1
convenient|B1
convince|B1
cool|B1
costume|B1
cottage|B1
cotton|B1
count|B1
countryside|B1
court|B1
cover|B1
covered|B1
cream|B1
criminal|B1
cruel|B1
cultural|B1
currency|B1
current|B1
currently|B1
curtain|B1
custom|B1
cut|B1
daily|B1
damage|B1
deal|B1
decade|B1
decorate|B1
deep|B1
define|B1
definite|B1
definition|B1
deliver|B1
departure|B1
despite|B1
destination|B1
determine|B1
determined|B1
development|B1
diagram|B1
diamond|B1
difficulty|B1
direct|B1
directly|B1
dirt|B1
disadvantage|B1
disappointed|B1
disappointing|B1
discount|B1
dislike|B1
divide|B1
documentary|B1
donate|B1
double|B1
doubt|B1
dressed|B1
drop|B1
drum|B1
drunk|B1
due|B1
dust|B1
duty|B1
earthquake|B1
eastern|B1
economic|B1
economy|B1
edge|B1
editor|B1
educate|B1
educated|B1
educational|B1
effective|B1
effectively|B1
effort|B1
election|B1
element|B1
embarrassed|B1
embarrassing|B1
emergency|B1
emotion|B1
employment|B1
empty|B1
encourage|B1
enemy|B1
engaged|B1
engineering|B1
entertain|B1
entertainment|B1
entrance|B1
entry|B1
environmental|B1
episode|B1
equal|B1
equally|B1
escape|B1
essential|B1
eventually|B1
examine|B1
except|B1
exchange|B1
excitement|B1
exhibition|B1
expand|B1
expected|B1
expedition|B1
experience|B1
experienced|B1
experiment|B1
explode|B1
explore|B1
explosion|B1
export|B1
extra|B1
face|B1
fairly|B1
familiar|B1
fancy|B1
far|B1
fascinating|B1
fashionable|B1
fasten|B1
favour|B1
fear|B1
feature|B1
fence|B1
fighting|B1
file|B1
financial|B1
fire|B1
fitness|B1
fixed|B1
flag|B1
flood|B1
flour|B1
flow|B1
fold|B1
folk|B1
following|B1
force|B1
forever|B1
frame|B1
freeze|B1
frequently|B1
friendship|B1
frighten|B1
frightened|B1
frightening|B1
frozen|B1
fry|B1
fuel|B1
function|B1
fur|B1
further|B1
garage|B1
gather|B1
generally|B1
generation|B1
generous|B1
gentle|B1
gentleman|B1
ghost|B1
giant|B1
glad|B1
global|B1
glove|B1
go|B1
goods|B1
grade|B1
graduate|B1
grain|B1
grateful|B1
growth|B1
guard|B1
guilty|B1
hand|B1
hang|B1
happiness|B1
hardly|B1
hate|B1
head|B1
headline|B1
heating|B1
heavily|B1
helicopter|B1
highlight|B1
highly|B1
hire|B1
historic|B1
historical|B1
honest|B1
horrible|B1
horror|B1
host|B1
hunt|B1
hurricane|B1
hurry|B1
identity|B1
ignore|B1
illegal|B1
imaginary|B1
immediate|B1
immigrant|B1
impact|B1
import|B1
importance|B1
impression|B1
impressive|B1
improvement|B1
incredibly|B1
indeed|B1
indicate|B1
indirect|B1
indoor|B1
indoors|B1
influence|B1
ingredient|B1
injure|B1
injured|B1
innocent|B1
intelligence|B1
intend|B1
intention|B1
invest|B1
investigate|B1
involved|B1
iron|B1
issue|B1
IT|B1
journal|B1
judge|B1
keen|B1
key|B1
keyboard|B1
kick|B1
killing|B1
kind|B1
kiss|B1
knock|B1
label|B1
laboratory|B1
lack|B1
latest|B1
lay|B1
layer|B1
lead|B1
leading|B1
leaf|B1
leather|B1
legal|B1
leisure|B1
length|B1
level|B1
lie|B1
limit|B1
lip|B1
liquid|B1
literature|B1
live|B1
living|B1
local|B1
locate|B1
located|B1
location|B1
lonely|B1
loss|B1
luxury|B1
mad|B1
magic|B1
mainly|B1
mall|B1
management|B1
market|B1
marketing|B1
marriage|B1
meanwhile|B1
measure|B1
medium|B1
mental|B1
mention|B1
mess|B1
mild|B1
mine|B1
mix|B1
mixture|B1
mood|B1
move|B1
mud|B1
murder|B1
muscle|B1
musical|B1
mystery|B1
nail|B1
narrative|B1
nation|B1
native|B1
naturally|B1
necessarily|B1
need|B1
needle|B1
neighbourhood|B1
neither|B1
net|B1
next|B1
nor|B1
normal|B1
northern|B1
note|B1
nuclear|B1
obvious|B1
obviously|B1
occasion|B1
occur|B1
odd|B1
official|B1
old-fashioned|B1
once|B1
operation|B1
organised|B1
organiser|B1
original|B1
originally|B1
ought|B1
ours|B1
outdoor|B1
outdoors|B1
pack|B1
package|B1
painful|B1
pale|B1
pan|B1
participate|B1
particularly|B1
pass|B1
passion|B1
path|B1
payment|B1
peaceful|B1
percentage|B1
perfectly|B1
performance|B1
personally|B1
persuade|B1
photographer|B1
photography|B1
pin|B1
pipe|B1
place|B1
planning|B1
pleasant|B1
pleasure|B1
plenty|B1
plot|B1
plus|B1
poem|B1
poet|B1
poetry|B1
point|B1
poison|B1
poisonous|B1
policy|B1
political|B1
politician|B1
politics|B1
port|B1
portrait|B1
possibly|B1
pot|B1
pour|B1
poverty|B1
powder|B1
powerful|B1
practical|B1
pray|B1
prayer|B1
prediction|B1
prepared|B1
presentation|B1
press|B1
pressure|B1
pretend|B1
previous|B1
previously|B1
priest|B1
primary|B1
prince|B1
princess|B1
printing|B1
prisoner|B1
private|B1
producer|B1
production|B1
profession|B1
profit|B1
programme|B1
promote|B1
proper|B1
properly|B1
property|B1
protest|B1
proud|B1
prove|B1
pull|B1
punish|B1
punishment|B1
push|B1
qualification|B1
qualified|B1
qualify|B1
queue|B1
quit|B1
quotation|B1
quote|B1
race|B1
racing|B1
range|B1
rare|B1
rarely|B1
reaction|B1
reality|B1
receipt|B1
recommendation|B1
reference|B1
reflect|B1
regularly|B1
reject|B1
relate|B1
related|B1
relation|B1
relative|B1
relaxed|B1
relaxing|B1
release|B1
reliable|B1
religion|B1
religious|B1
remain|B1
remind|B1
remote|B1
rent|B1
repair|B1
repeat|B1
repeated|B1
represent|B1
request|B1
require|B1
reservation|B1
resource|B1
respect|B1
responsibility|B1
responsible|B1
result|B1
retire|B1
retired|B1
revise|B1
ring|B1
rise|B1
risk|B1
robot|B1
roll|B1
romantic|B1
rope|B1
rough|B1
row|B1
royal|B1
rugby|B1
rule|B1
safety|B1
sail|B1
sailor|B1
sample|B1
sand|B1
scan|B1
scientific|B1
script|B1
sculpture|B1
secondary|B1
security|B1
seed|B1
sensible|B1
separate|B1
seriously|B1
servant|B1
set|B1
setting|B1
sex|B1
sexual|B1
shake|B1
share|B1
sharp|B1
shelf|B1
shell|B1
shift|B1
shine|B1
shiny|B1
shoot|B1
shy|B1
sight|B1
signal|B1
silent|B1
silly|B1
similarity|B1
similarly|B1
simply|B1
since|B1
sink|B1
slice|B1
slightly|B1
slow|B1
smart|B1
smooth|B1
software|B1
soil|B1
solid|B1
sort|B1
southern|B1
specifically|B1
spending|B1
spicy|B1
spirit|B1
spoken|B1
spot|B1
spread|B1
spring|B1
stadium|B1
staff|B1
standard|B1
state|B1
statistic|B1
statue|B1
stick|B1
still|B1
store|B1
stranger|B1
strength|B1
string|B1
strongly|B1
studio|B1
stuff|B1
substance|B1
successfully|B1
sudden|B1
suffer|B1
suit|B1
suitable|B1
summarise|B1
summary|B1
supply|B1
supporter|B1
surely|B1
surface|B1
survive|B1
swim|B1
switch|B1
symptom|B1
tail|B1
talent|B1
talented|B1
tape|B1
tax|B1
technical|B1
technique|B1
tend|B1
tent|B1
that|B1
theirs|B1
theme|B1
theory|B1
therefore|B1
this|B1
though|B1
throat|B1
throughout|B1
tight|B1
till|B1
tin|B1
tiny|B1
tip|B1
toe|B1
tongue|B1
total|B1
totally|B1
touch|B1
tour|B1
trade|B1
translate|B1
translation|B1
transport|B1
treat|B1
treatment|B1
trend|B1
trick|B1
truth|B1
tube|B1
type|B1
typically|B1
tyre|B1
ugly|B1
unable|B1
uncomfortable|B1
underwear|B1
unemployed|B1
unemployment|B1
unfair|B1
union|B1
unless|B1
unlike|B1
unlikely|B1
unnecessary|B1
unpleasant|B1
update|B1
upon|B1
upset|B1
used|B1
valuable|B1
value|B1
various|B1
version|B1
victim|B1
view|B1
viewer|B1
violent|B1
volunteer|B1
vote|B1
warm|B1
warn|B1
warning|B1
waste|B1
water|B1
wave|B1
weapon|B1
weigh|B1
western|B1
whatever|B1
whenever|B1
whether|B1
while|B1
whole|B1
will|B1
win|B1
wing|B1
within|B1
wonder|B1
wool|B1
worldwide|B1
worry|B1
worse|B1
worst|B1
worth|B1
written|B1
wrong|B1
yard|B1
young|B1
youth|B1 